Complaint ID,Date Received,Banking Product,Department,Issue ID,Complaint Description,State,ZIP,Bank Response
,4/22/2023,Credit card or prepaid card,Credit Cards,,xxxxxxxx two fraud ach charge titled ach payment refund xxxxeach total <NUM><NUM><NUM><NUM><NUM><NUM> completely unrelated anything transaction payment made <NUM><NUM><NUM> fraud xxxxxxxx called bank abc spoke two different representative fraud case opened boa promised someone contact within <NUM><NUM><NUM> business day xxxxxxxx multiple legitimate charge credit card declined account put hold call remove hold xxxxxxxx multiple legitimate charge credit card declined account put hold call remove hold possible system done xxxxxxxx made <NUM> call boa remove hold account said wait <NUM><NUM> day case investigated money refund account <NUM><NUM><NUM><NUM><NUM><NUM> huge sum money credit card balance <NUM><NUM> day impact credit usage consequently credit score furthermore pending unresolved fraud case causing transaction flagged account put hold way resolve spend time phone them,,98007,Closed with monetary relief
,4/22/2023,,Credit Cards,I_2292291,hello got message bank xxxxxxxx immediately texted no tried solve issue bank xxxx didnt solve also hadnt bought anything xxxx xxxx requested receipt have didnt send them message bank bofa security use credit card ending xxxx xxxx xxxx <NUM><NUM><NUM><NUM><NUM> declined xxxx<NUM>xxxx xxxx xx<NUM><NUM><NUM> approved xxxx<NUM><NUM> reply yes opt fraud alert text stop,Texas,76155,Closed with monetary relief
CID52105291,4/22/2023,Checking or savings account,CASA,I_6431567,received account statement yesterday account own name physical address opened bank abc account account affiliated bank abc reported called several week ago received email bank abc thanking setting mobile banking second one confirming mobile banking activated third letting know make change needed reach out received first email opened click link xxxx bank abc fraud department called them time account number reference representative unable assist me could verify name address email address showing active system bank statement account mine name put credit freeze effect made report ftc,Tennessee,,Closed with explanation
,4/22/2023,Credit card or prepaid card,Credit Cards,,xxxxxx<NUM><NUM> applied b platinum reward card online received email telling application pending received call b rep xxxxxx<NUM><NUM> going complete application process number application number cr said would mail letter complete process receive letter called b xxxxxx<NUM><NUM> spoke rep name xxxx confirmed received letter mail completed verification process xxxx said approved <NUM><NUM><NUM><NUM><NUM><NUM> xxxx card would mailed address application never received card called today told social security number phone number entered system u incorrect agent confused wondered rep xxxx able complete verification process incorrect info system gave correct information application first rep called able see statement attached credit report verify extending credit me incorrect information b saw system today entered incorrectly b rep now credit card limbo due error doing,,90249,Closed with explanation
,4/22/2023,Checking or savings account,CASA,,husband contacted bank abc saying someone trying open account xxxx s number birthday phone phone using different email,Michigan,48185,Closed with explanation
CID96768030,4/22/2023,Mortgage,Mortgage,I_4921263,complaint involves cfpb managing complaint xxxx submitted xxxxxx<NUM><NUM> complaint focussed informed cfpb via email dated xxxx subject listed review company s response complaint information email stated need log view company response logged could find anywhere available area could open review document bank abc pertained initial complaint unable find anything bank abc download review resolution contacted cfpb directly xxxx ask step needed take obtain b s response complaint them told document review told cfpb b s resolution department wanted speak instead providing document explain working arrangement going forward info cfpb request indicated cfpb group would never see document resolution b would required provided written documentation pertaining resolution cfpb ok that told cfpb could believe even option b ofa able skate away financial reporting requirement like even post document provides explanation resolution complaint alarm end patient complaint ran course find discussion planned conclusion complaint without solving problem system causing mortgage reporting accuracy every month told cfpb needed contact b directly setup time discussion called representative three time week effort representative return call email information email cfpb dated xxxx labelled review company s response complaint cfpb document go state company responded complaint log bureau s secure website review company s response online also review company s response phone someone thank participating complaint process complaint closed section cfpb email titled company responded xxxx state company sent response directly provided copy cfpb may take day receive company s response protect consumer privacy cfpb included company s response consumer portal contact company xxxx xxxx x xxxx response complaint next section feedback requested xxxx state welcome feedback company responded complaint <NUM><NUM> day company responded share feedback cfpb share feedback response company use information help cfpb s work consumer complaint submit feedback feedback due xxxx cfpb closed complaint first feedback disappointed exactly taken place account time frame trying get corrupt process overturned corrected accomplished complaint exercise cfpb ended without document pertains complaint many conversation xxxx b a consumer resolution,Michigan,48116,Closed with monetary relief
CID74059493,4/22/2023,,CASA,,charged limit fee deposit held,North Carolina,28216,Closed with monetary relief
CID54693857,4/22/2023,Credit card or prepaid card,Credit Cards,I_4703066,bank abc problem xxxx xxxx xxxx xxxx bank abcn number called xxxx xxxx xxxx,New York,11379,Closed with explanation
CID84855180,4/22/2023,Checking or savings account,CASA,,bank abc keep flagging account fraudulent activity recently able access online banking month access it couple week went fine revoked access again everytime try use xxxx make bill payment flag ridiculous want go financial center xxxx xxxx xxxx bed written cant go around need regain access online banking soon possible,California,92173,Closed with explanation
CID63833337,,,Credit Cards,I_2805744,receiving ca xxxx xxxx payment bank abc edd xxxx card fund withdrawn account without knowledge still card posession called bofa filed complaint asked experdite since hardship due xxxx yr old xxxx daughter wife cant work income told customer service person folowing detail xxxx acct balance inquiry xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx balance inquiry bofa xxxx xxxx xxxx xxxx atm withdrawl bofa xxxx xxxx <NUM><NUM><NUM><NUM><NUM> xxxx balance inquiry xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx atm withdrawl bofa xxxx xxxx <NUM><NUM><NUM><NUM><NUM><NUM> xxxx atm withdrawl bofa xxxx xxxx <NUM>xx<NUM><NUM> xxxx called bofa filed complaint xxxxxxxx requested new cardi received card xxxxxxxx called activate card claim denied bofa reopen claim filed sheriff report xxxxxxxx faxed report bofa bofa denied claim again bofa reopen case fund pay food bill bofa response take <NUM><NUM> day however denying claim investigation event happening alot people bofa aware since wrongdoing done bofa emplyees published news want bofa pay fund asap provide family,California,95841,Closed with monetary relief
CID59196567,4/23/2023,"Credit reporting, credit repair services, or other personal consumer reports",Credit Reports,I_7782152,two month ago checked credit report preparing shop house realized multiple inaccuracy well fraud associated report currently fraud account report one placed collection account followed xxxxxxxx xxxx bank abc xxxx xxxx xxxx xxxx xxxx xxxx xxxx never authorized account open ever opened account myself account stated open need deleted immediately victim identity fraud reached countless time xxxx bank question get situation resolved one seems budging refuse delete account question refuse investigation insist responsible debt reality victim idenity fraud filed identity theft report sent bank question well xxxx aware identity fraud question date total identity theft follows xxxx xxxx opened xxxxxxxx <NUM><NUM><NUM><NUM><NUM><NUM> credit limit currently shown chargeoff bank abc opened xxxxxxxx <NUM><NUM><NUM><NUM><NUM><NUM> credit limit currently closed xx<NUM> day past due xxxx xxxx xxxxxxxx xxxx opened xxxxxxxx <NUM><NUM><NUM><NUM><NUM> limit currently shown chargeoff past due balance <NUM>xx<NUM><NUM> xxxx xxxx currently opened xxxxxxxx currently shown charge off credit limit shown report see clearly pattern <NUM> <NUM> fraudulent account opened around time xxxx account opened victim identity fraud debt,New York,,Closed with explanation
CID55229361,4/23/2023,Credit card or prepaid card,Credit Cards,I_2292291,received bofa text alert regarding charge xxxx xxxx hockey game replied saying me bofa claimed restrict card allowed <NUM> charge go through next morning went charge app stated card me bofa reviewed denied claim even though game stated making charge,California,92103,Closed with monetary relief
CID70459340,4/23/2023,Credit card or prepaid card,Credit Cards,I_4015796,xxxx<NUM><NUM> someone fraudulently applied credit card bank abc name alerted xxxx via text credit inquiry attempt xxxx<NUM><NUM> received text bank abc stating credit card application approved would receive welcome packet mail within xxxx business day xxxx<NUM><NUM> received text xxxx bank abc successfully inquired credit xxxx<NUM><NUM> receiving text contacted xxxx fraud freeze placed credit also contacted bank abc alert fraud told someone opened credit card xxxx<NUM><NUM> name using current address card issued <NUM><NUM><NUM><NUM><NUM><NUM> already charged xxxx bank abc placed entire block card ending xxxx cant used transaction credit charge atm withdrawal etc,Louisiana,70817,Closed with explanation
CID49830348,,Checking or savings account,CASA,I_3648593,bank abc advertises notary service checking account customer california publicly disclosed website http wwwbankofabccomsignatureservicesnotary attempted avail service branch xxxx xxxx ca located xxxx xxxx xxxx xxxx xxxx xxxx ca xxxx appointment place taken bank abc mobile app however arrival bank staff inform unable notarize document question since bank abc originated one this opinion misleading customer feature facility available checking account given notary public service sanctioned secretary state highly unreasonable limit service service limited bank clearly state website,California,91789,
,4/24/2023,"Credit reporting, credit repair services, or other personal consumer reports",Credit Reports,I_3798538,filed dispute regard incorrect item credit report well <NUM><NUM> day received investigation result,,60504,
,4/24/2023,"Money transfer, virtual currency, or money service",Remittance,I_1514870,began talking someone name xxxx xxxx xxxxxx<NUM><NUM> online met dating website xxxx conversation introduced short term investing convinced also invest effort make money xxxx walked step step set account xxxx xxxx create account xxxx xxxx xxxx cell phone complete investment transaction xxxx constantly pressured invest large sum money reluctantly took personal loan totaling <NUM><NUM><NUM><NUM><NUM><NUM> invested <NUM><NUM><NUM><NUM><NUM><NUM> it invested additional <NUM><NUM><NUM><NUM><NUM><NUM> money total <NUM><NUM><NUM><NUM><NUM><NUM><NUM> xxxx would provide time either buy sell xxxx xxxx profit range within closed transaction xxxx instructed minimum two three time week maybe seven week went try withdraw money pay personal loan informed xxxx xxxx needed pay tax profit totaling <NUM><NUM><NUM><NUM><NUM><NUM> took second loan <NUM><NUM><NUM><NUM><NUM><NUM> used xx<NUM><NUM><NUM><NUM> cash pay amount xxxx walked step pay tax informed xxxx xxxx customer service account flagged abnormal needed verify account paying additional <NUM><NUM><NUM><NUM><NUM><NUM> withdraw money would get <NUM><NUM><NUM><NUM><NUM><NUM> back upon paying verifying account father informed scammed inform ftc minimal any contact xxxx past two week due this xxxx also idea reporting ftc investment fraud xxxx informed me first began talking lived xxxx xxxx xxxxxxxx mother stepfather xxxx allegedly currently xxxx xxxx xxxx xxxx washington dc treated covid called hospital requested speak him informed patient name xxxx xxxx admitted mother supposedly also patient there never learned name xxxx told owned company friendbusiness partner washington dc currently trying sell share could return xxxx xxxx xxxx va open company there failed get name company xxxx xxxx mother originally xxxx xxxx said moved u mother xx year old married stepfather xxxx told went college xxxx time lived xxxx area moving xxxx xxxx,North Carolina,27870,Closed with explanation
CID76769132,4/24/2023,Checking or savings account,CASA,,opened business account bank abc xxxx part promotion promising <NUM><NUM><NUM><NUM><NUM> bonus certain qualification met several month fulfilling obligation receive bonus called inquire confirmed met requirement promised phone call never received one this every week would call inquire avail every call repeatedly lied someone calling back never happened even told went branch would receive call never have normally would call would transferred agent agent several saying nothing do wait phone call never came <NUM> month lied closed account removed fund since really getting anywhere stop there add insult injury year half meeting qualification lied ignored received <NUM><NUM><NUM><NUM> money never received still received phone call,Michigan,48501,Closed with monetary relief
CID54243890,4/24/2023,,,I_3510635,see xxxx closed case v bac kept money reason since lost signature card age ago account theirs agency accepted that received bank statement <NUM><NUM><NUM><NUM><NUM><NUM> since closed matter fault lost card xxxx xxxx xxxx xxxx xxxx,New York,10010,Closed with explanation
CID79222996,4/24/2023,,Credit Reports,,credit report show hard inquiry bank abc xxxxxx<NUM><NUM> authorize this,North Carolina,,Closed with non-monetary relief
CID88347492,,,Credit Cards,I_6355741,name xxxx xxxx bofa prepaid edd debit card locked bank referal second time two month want go bank show two form id two bofa within xxxx mile temporarily closed told im gon na go travel xxxx mile round trip verified every transaction manager last time locked account go bank get locked new transaction told temporarily closed bank said travel xxxx mile access benefit could contact xxxx update info send cuz dont car live country cant drive xxxx mile got email bofa saying recieved update account still locked called said still go xxxx mile show id federal injuction prohibits freezing edd account fraud filter told voilating federal injuction care try help one bit possible reason access benefit passed id verification two month ago thank god manager understood wrong helped countless hour phone causing much suffering reason,,95020,
CID74258624,4/24/2023,Credit card or prepaid card,Credit Cards,I_4703066,xxxxxx<NUM><NUM> boa closed credit card account without warning notice forfeited xxxx pointsit unreasonable fair all,Delaware,19702,Closed with explanation
CID67336470,4/25/2023,Checking or savings account,CASA,,bank abc account hacked hacker opened new account transferred money saving account withdrew total amount <NUM><NUM><NUM><NUM><NUM><NUM> contacted bank abc several time avail first xxxxxxxx found next xxxxxxxx refile claim first denied,,7087,Closed with explanation
CID78726648,4/25/2023,Checking or savings account,CASA,I_3648593,xxxxxxxx xxxx deposited <NUM><NUM><NUM><NUM><NUM> atm closest bank abc next to xxxx arizona rural baseline bank abc deposited cash atm printed error message saying atm order used it sign atm atm error sign prior usage deposited cash error message displayed printed receipt error code however revive cash back cash also deposited account next day woke found account terminated given reason went bank asking occured,Arizona,85006,
CID59337566,4/25/2023,,,I_2611782,xxxx xxxx xxxx xxxx xxxx xxxx xxxx complaint unauthorized ach withdrawal hoa s checking account bank abc xxxxxx<NUM><NUM> xxxx xxxx unauthorized withdrawal <NUM><NUM><NUM><NUM><NUM> opened claim bank abc xxxxxx<NUM><NUM> received email denying claim ground checking account contract xxxx xxxx xxxx evidence boa provided form titled ach debit authorization hoa s information it space signature form unsigned one organization authorized debit even know xxxx xxxx xxxx is,District of Columbia,20001,Closed with explanation
CID86287050,4/25/2023,Checking or savings account,CASA,I_6431567,situation stem xxxx recall correctly bank account opened bank abc fraud ive tried numerous time reaching corporate one would help resolve problem this im red flagged cant open checking account bank need removed account immediately,Michigan,48036,Closed with explanation
CID67813869,4/25/2023,Checking or savings account,CASA,I_2611782,credit card information hacked xxxxxxxx <NUM><NUM><NUM><NUM><NUM><NUM> taken bank abc xxxx xxxx xxxx also purchased item xxxx xxxx using account installing payment plan pay notified xxxxxxxx xxxx xxxx today informed itemitems purchased xxxx s another payment plan cant seem stop purchase even reported ftc please help me dont know else besides locking bank account changing password,New York,11203,Closed with explanation
,,,Remittance,I_1548780,today xxxxxx<NUM><NUM> current exchange rate several site visit show exchange rate xxxx dollar xxxx xxxx bank abc charge xxxx resulted xx<NUM><NUM><NUM> loss,,85396,Closed with explanation
,4/25/2023,,,,may concern reason writing letter boa denied dispute bought ticket xxxx<NUM><NUM> almost <NUM><NUM> day tried call agency however customer service even mentioned website <NUM><NUM> hr also sent several email received auto reply email called bank ask dispute almost <NUM> month without notice boa recharged ticket called boa <NUM> time let know customer service agency rep told call agency disagree result dispute called court follow case asked appeal rep told facility sent several email response auto reply also tried several time call customer service unable connect it website agency full information however customer support hand xxxx returned treatment doctor recommended travel till better unable connect customer service human there case talk even website perfect really disappointed please help me regard xxxx,California,,Closed with explanation
CID86174427,4/25/2023,"Money transfer, virtual currency, or money service",Remittance,,xxxx<NUM><NUM> xx<NUM><NUM><NUM> sent xxxx fraudulent recipient called bank abc immediately within second transfer xxxxxxxx xxxx let know situation told cant anything open case take <NUM><NUM> day look likely unable get money back sent several fraudulent email someone impersonating xxxx bank abc saying transfer money order get account activated could purchase something posted xxxx xxxx scammed bank basically told im luck,New York,10017,
,4/25/2023,"Money transfer, virtual currency, or money service",Remittance,I_1514870,person maybe fake name fake xxxx account called xxxx also fake xxxx account xxxx able fraud scam several friend xxxx account able see scammed xxxx xxxx people far able sending link hack bank transfer amount xxxx bank time person used xxxx application inside bank account xxxx never authorized bank bank bank abc tried call solve problem several time everytime file case let wait almost month answer decline complainand cant refund money since xxxx insecure cant access scammer account bank suppose secured bank allowing fake people fraud u steal money last final call made today bofa <NUM> hour phone end telling cant help close bank account want file police report fbi report information prof pictureand phone number scammer phone number victim scammer provide requested thanks,Texas,78250,Closed with explanation
,4/25/2023,"Money transfer, virtual currency, or money service",Remittance,,money fraudulently withdrawn bank abc checking account using online service xxxx happened xxxxxx<NUM><NUM> xxxx fraudulent withdraws happened day total amount <NUM><NUM><NUM><NUM><NUM><NUM> happened around xxxx xxxx xxxxxxxx noticed phone lost service <NUM><NUM> min got phone service back also received email alert saying successfully sent money twice xxxx immediately called bank raise issue froze account right way prevented third attempt hacker filled claim bank abc refused refund money stating money regularly transferred using one time code sent phone true since onetime code set account time contacted phone service confirmed suspicious activity happened phone account day around time provided phone record show intrusive device using phone number day despite evidence forwarded bank abc bank still concluded refund money applied security measured bank recommended still xxxx subsequent hacking happened account called bank intervened stop fraudulent money withdraw eventually decided close account bank attached claim phone record date bank abc resolution letter xxxx bank abc supporting document,Maryland,20603,Closed with monetary relief
,4/26/2023,Mortgage,Mortgage,,name xxxx xxxx wife xxxx xxxx xxxx came usa xxxx married <NUM> child <NUM> grand child owe <NUM> rental property xxxx citizensof usa xxxx renter <NUM> year saved <NUM><NUM><NUM><NUM><NUM><NUM><NUM> bought <NUM> family home xxxx xxxx xxxx xxxx nj rented first floor raised <NUM> child floor <NUM> xx year later planning retirement bought <NUM> family house xxxx nj xxxx xxxx xxxx see xxxx page xxxx purchased present <NUM> family residence xxxx xxxx xxxx xxxx xxxx nj xxxx finaly xxxx added another investment property xxxx xxxx xxxx xxxx nj everything fine untill xxxx lost job long time consequence defaulted obligation soon regained employment rushed save propertias needed professional help hired law firm called xxxx xxxx xxxx xxxx xxxx xxxx beyond financial system caos happened next well described cfpb director xxxx xxxx please reed below servicers overwhelmed modification would take u <NUM> year modify <NUM> loan xxxx xxxx xxxx xxxx took <NUM><NUM><NUM><NUM> u sending updated document <NUM> year produced absolutely nothing applied bank abc not produce modification <NUM> year then bank abc turned around served u foreclosure notice xxxx xxxx property nightmare started money left legal fee take crsh coure prose legal defense contested foreclosure went trial xxxx xxxx faced bank abc legal teem xxxx xxxx presiding trial reminded follow rule shortly after bank abc modified loan bank abc reduced principal interest <NUM><NUM> loan good financial health ever since today xxxx xxxx xxxx property absolutelly deserves opinion treatment fairnes justice today desperately need help xxxx xxxx xxxx property even go back court property contract need reduce payoff ballance balooned <NUM><NUM><NUM><NUM><NUM><NUM><NUM><NUM> xxxx crisis then covid xx now see xxxx estimate xxxx page desperately need help cfpb bank abc xxxx present servicer want retire deserve it worked hard <NUM> xxxx rental property best regard xxxx xxxx xxxx xxxx xxxx prepared remark cfpb director xxxx xxxx xxxx xxxx xxxx press call xxxx xxxx xxxxxxxx share print today consumer financial protection bureau taking first enforcement action bureau new mortgage servicing rule entering order xxxxbased xxxx xxxx violating rule failing borrower illegally blocking trying save home xxxx took excessive time process borrower application tell application incomplete denied loan modification qualified borrower illegally delayed finalizing permanent loan modification unlawful practice caused many consumer lose home trying save wrong unacceptable mortgage servicers play central role homeowner life bear responsibility managing loan link mortgage borrower mortgage owner collect apply payment work modification loan term handle difficult process foreclosure importantly consumer take business elsewhere instead stuck mortgage servicer whether treated well poorly xxxxxxxx consumer bureau new mortgage servicing rule took effect new regulation establish specific rule road handling loss mitigation application since first announced rule almost two year ago made clear expect full compliance clean problem pervasive industry caused many people lose home consumer must hurt illegal servicing more mortgage servicers fail treat people fairly vigorously enforce law like many servicers xxxx found volume application loss mitigation rose sharply result foreclosure crisis investigation found xxxx simply equipped handle influx time took staff nine month review single application xxxx xxxx <NUM><NUM><NUM><NUM><NUM> active loss mitigation application <NUM><NUM> fulltime employee thirdparty vendor xxxx reviewing them bureau found xxxx loss mitigation call center average wait time <NUM><NUM> minute average call abandonment rate almost xxxx percent xxxx also heavy backlog loss mitigation application make thing worse found xxxx would clear backlog application closing expired document even though document expired xxxx sat long also found consumer would turn loan modification application would hear whether approved many month xxxx supposed send missing document letter consumer could provide missing information often delayed send all also concluded xxxx evaluate completed application poor job example believe routinely miscalculated income borrower loss mitigation program heavily dependent borrower income kind miscalculation grave consequence consumer determined xxxx failure led wrongful denial loan modification furthermore xxxx denied application give homeowner specific reason why consumer bureau new rule mortgage servicers must provide specific reason complete application loan modification rejected give consumer chance fix problem either reapply appeal rejection also give consumer control happening provides critical information make informed choice another new mortgage servicing right certain homeowner right appeal denial loan modification xxxx wrongly telling borrower right appeal live certain state true matter state consumer life in finally consumer lucky enough get trial loan modification xxxx kept sort trial mod purgatory far long indeed xxxx needlessly prolonged trial period causing borrower loan amount modified note increase and case jeopardizing potential permanent loan modification struggling homeowner paid heavy price including losing opportunity save home result xxxx illegal action problem compounded consumer almost nowhere turn mortgage servicing market could take business elsewhere stuck whatever treatment received xxxx seen many year seen local government state government federal government mortgage servicing failure hurt homeowner many case believe xxxx deprived people ability make informed choice save sell home causing borrower drop process entirely driving foreclosure former manager testified borrower got advanced stage delinquency feel theyve given up there hope left another former manager recalled borrower told him know what home go foreclosure im faxing documentation anymore remedy wrong consumer bureau ordering xxxx halt violation federal law xxxx must pay <NUM><NUM><NUM><NUM> million consumer whose loan serviced xxxx subject unlawful practice least <NUM><NUM><NUM><NUM> million amount go victim foreclosure xxxx must also engage outreach affected borrower foreclosed offer loss mitigation option xxxx must halt foreclosure process one happening outreach qualification process xxxx also barred acquiring servicing right default loan portfolio demonstrates able comply law protect consumer loss mitigation process addition xxxx make <NUM><NUM><NUM><NUM> million payment bureau civil penalty fund bureau clear mortgage servicers must follow new servicing rule treat homeowner fairly today action signal new era enforcement protect consumer cost servicer runarounds financial crisis still fresh mind many homeowner continue feel effect need mortgage servicers understand must step follow law working hard fulfill objective thank you,New Jersey,7110,Closed with explanation
CID91578765,,Credit card or prepaid card,Credit Cards,I_6355741,xxxxxx<NUM><NUM> purchased xxxx xxxx xxxx one xx<NUM><NUM><NUM> <NUM><NUM><NUM><NUM><NUM> xxxxxxxx xxxx xxxx xxxx xxxx xxxxxxxx gifted card received notification card loaded however orignal receipt proof activation card purchased fund loaded unknown card card physically walked store with went store said call xxxx called xxxx said card never loaded go back store went back fourth store xxxx following date filed claim xxxx xxxx xxxx xxxxxx<NUM><NUM> xxxxxx<NUM><NUM> xxxxxx<NUM><NUM> xxxxxx<NUM><NUM> xxxx xxxxxx<NUM><NUM> xxxx xxxxxx<NUM><NUM> faxed document five time proof transmittal mailed hard copy twice get new csr everytime call start investigation again nobody take responsibilty help resolve paid xxxx xxxx receive purchase please help me,Colorado,,Closed with explanation
CID67791588,4/26/2023,Checking or savings account,CASA,I_6431567,got envelope say opened bank abc checking account do information email could send report abuse bank abc xxxx getting email sending money changing password etc need do,Tennessee,37080,Closed with non-monetary relief
CID52332723,4/26/2023,,Credit Cards,I_2292291,bofa business card fraudulent charge placed it made multiple attempt get bofa handle phone offer online dispute request business card report fraud close card etc interminable hold time often waiting hold get automated voice stating representative answer call try later apparently impossible get bofa phone offer way deal issue used card month charge currently one charge one credit xxxx even operate xxxx xxxx fraudulent want removed want card closed wish business bofa longer,California,,Closed with explanation
CID62093551,4/26/2023,,Loans,,received letter today response previous email agreed provide requested information saying xxxx already provided requested information inaccurate demand respa act provide uptodate information loan origination date missing infirmation time period asking following question <NUM> arrive accrual balance <NUM><NUM><NUM><NUM><NUM><NUM><NUM> xxxxxxxx <NUM> made decide start present accrual history spreadsheet date xxxxxxxx charge date xxxxxxxx xxxx would request presented accrual history spreadsheet xxxxxxxx loan origination date xxxxxxxx reconcile amount showing accrual balance <NUM><NUM><NUM><NUM><NUM><NUM><NUM> also show payment xxxxxxxx xxxxxxxx amount <NUM><NUM><NUM><NUM><NUM><NUM><NUM> applied arrive accrual balance <NUM><NUM><NUM><NUM><NUM><NUM><NUM> xxxxxxxx xxxx boa spreadsheet sheet xxxxxxxx xxxxxxxx provided show accrual history xxxx letter xxxxxxxx mentioned payoff balance xxxxxxxx <NUM><NUM><NUM><NUM><NUM><NUM><NUM><NUM> included xxxx principal balance xx<NUM><NUM><NUM><NUM><NUM><NUM> interest <NUM><NUM><NUM><NUM><NUM><NUM><NUM> fee would remain change future <NUM>on xxxxxxxx received xxxx letter saying amount due <NUM><NUM><NUM><NUM><NUM><NUM><NUM><NUM> please explain amount due terminology question pertain respa request complete analysis must given request made copying email hud counselor authorized account resolve issue participated conference call previously settle account thank you xxxx xxxx xxxx,Nevada,89509,Closed with non-monetary relief
CID81298351,,,Remittance,I_1514870,met guy xxxx told invest xxxx made good money taught xxxx one month helped withdraw taxable income <NUM>xx<NUM><NUM><NUM><NUM> later got another error incorrect account number cause frozen asked pay <NUM>xx<NUM><NUM><NUM><NUM> unfreeze additionally stopped said transfer third party withdrawal xxxx more called mufg found xxxx invest called bank dont update,,,Closed with explanation
CID91610760,,,Credit Reports,I_1812036,want credit score reflecting bank account,Texas,75052,Closed with explanation
CID83760560,,Checking or savings account,CASA,,issue bank abc scam may concern around xxxxxxxx got text phone xxxx saying looking people interested wrapping car extra income interested offer send name address send u welcome package went ahead proceed werent sure didnt knew scam xxxxxxxx received letter supposedly xxxx welcoming u giving u instruction wrap vehicle certain amount money would pay u <NUM><NUM><NUM><NUM><NUM> week xxxx vehicle also got priority mail envelope well check <NUM><NUM><NUM><NUM><NUM><NUM> saying money going use going keep <NUM><NUM><NUM><NUM><NUM> <NUM><NUM><NUM><NUM><NUM><NUM> pay <NUM><NUM><NUM><NUM><NUM><NUM> person wrapping vehicle everything seemed legit letter check since needed money support family extra income decided proceed day went directly branch xxxx xxxx bank abc ask check real told yes got went drivethru deposite check check deposited around xxxx pm xxxxxxxx check deposited husband came back home discussed use money purpose check cleared make sure check bounce two day went xxxxxxxx get call xxxx saying saw check cleared bank account ready u proceed transaction pay guy wrap car husband child concerned check bouncing went head called bank abc immediately right phone call xxxx manager make sure check cleared safe pay people without check bouncing spoke bank abc representative around xxxx xxxx xxxx number lady answered call told concern offer check legit told thought kind tricky worried sent money money would get stolen check getting bounced told deposited check xxxx hour monday xxxx xxxx hour check cleared issue asked sure going bounce said girl check good went bounce scam girl go it questioned worried check bounce sure dont want pay money pocket check getting rejected said girl scam go right ahead going bounce gave confidence thumb go right ahead proceed transaction made feel good check going bounce felt safe enough go ahead proceed transaction sent <NUM><NUM><NUM><NUM><NUM><NUM> scammer via zelle phone call lady got back xxxx manager told could go ahead proceed set appointment following day guy come wrap car asked go ahead sent xxxx payment make sure money went wrapping car guy first <NUM><NUM><NUM><NUM><NUM><NUM> <NUM><NUM><NUM><NUM><NUM><NUM> <NUM><NUM><NUM><NUM><NUM> more want keep mind everything representative spoke phone told scam go it going back story couple hour went something told check bank account got app bofa thats realized check bounced overdrawn xx<NUM><NUM><NUM><NUM> immediately started shake freak whole situation exactly worried about could believe fallen word bank abc representative called xxxx number put complaint next woman spoke told everything happened put hold listen see previous conversation girl told go it come back tell affirmative everything stated girl told me told going put note file report matter told needed wait day also told couldnt share name girl spoke recording wanted know go branch request information hung waited five day didnt hear nothing back started call bank abc every time spoke representative kept telling sorry there nothing this keep transferring xxxx xxxx kept telling needed talk bank abc since bank abc one told go ahead proceed transaction going back forward bank abc xxxx day could longer take asked manager branch someone higher position got phone call one internal manager rude pretty much told nothing left didnt pay going collection money overdraw beyond disappointed ive loyal bank abc past <NUM><NUM> year never xxxx xxxx year thought would family struggling lost money bank account behind every bill rent thanks ignorant representative told scam go it get single tear sympathy people cant believe would like this also want state internal representative spoke told would share recording girl told bank abc property told going whatever could get money back give u thumb go ahead use money filed police report want take action matter let slide thats big amount money jeopardize family well bank abc held responsible matter asking begging help please give u money back take care family sincerely xxxx xxxx xxxx,Georgia,30096,Closed with monetary relief
CID92897754,,Mortgage,Mortgage,I_1858175,started mortgage process bank abc order buy condo ba mortgage agent communicated via email ba platform u email always signed included ba footer headshot address numerous email included realestate agent lawyer getting close closing date week wrapping last detail sent u information wire transfer xxxx payment document xxxx title logo bank abc bank account transfer completed transfer local bank abc office <NUM><NUM>h prior closing date sent u information closing date time location important fact showed closing next day discover payment received xxxx title association immediately recognized fraud checked email discover last <NUM> email sent name footer reply previous conversation different email made situation difficult real agent stopped answering phone bot day trying confirm transfer closing send closing paper went vacation without announcing this found manager eventually sent closing document reported incident bank abc several time nobody contacted even followed claim numerous phone call bank abc sent declined answer fraud investigation request refuse provide explanation claim involving fraudulent email labeled ba another ba fraudulent bank account held accountable case without subpoena let know need detail document would appreciate kind resolution provide thank xxxx,,60402,Closed with explanation
CID68273696,4/26/2023,"Credit reporting, credit repair services, or other personal consumer reports",Credit Reports,,bank abc mortgage reporting wrong information credit report dispute balance credit report caused score went late bank abc mortgage increased principal week later many complaint many call problem still therei paid mortgage every month dont miss payment principal increased <NUM><NUM><NUM><NUM><NUM><NUM><NUM> statement <NUM><NUM><NUM><NUM><NUM><NUM><NUM> credit report disputed three credit bureau told contact bank abc mortgage week still fixed problem balance wrong finally bank abc mortgage told short escrow may reason increased principali never anything like escrow monthly payment <NUM>xx<NUM><NUM> principal monthly payment <NUM><NUM><NUM><NUM><NUM> month escrow balance xxxx went put balance said also put principal question gave kind story still fixing credit report problem wrong balance want bank abc fix report real balance,New York,11798,
